Txn_id,Timestamp,Sender_account,Receiver_account,Amount,Payment_currency,Received_currency,Sender_bank_location,Receiver_bank_location,Payment_type,Is_laundering,Laundering_type,total_risk_score,risk_tier,triggered_rules,rule_reasons
3282,2026-05-07 14:45:46,1390806158,8673917867,8875.11,UK pounds,UK pounds,UK,UK,Debit card,1,Large-Cash-Transaction; Structuring/Smurfing; Layering,90,CRITICAL,LargeTransaction|Smurfing|Layering,"Transaction amount 8,875.11 UK pounds exceeds threshold of 8,000.00; Smurfing: account '1390806158' made 3 transactions totalling 26,529.36 within 24h (each below 9,999.00 threshold); Fan-in: receiver 8673917867 received from 8 distinct senders within 72h (chain amount: 114,103.74, threshold: 10,000.00)"
3283,2026-05-07 14:45:59,5994252852,606262908,212.09,UK pounds,UK pounds,UK,UK,ACH,0,,0,LOW,,
3284,2026-05-07 14:46:00,5021785800,2635664422,4682.33,UK pounds,Turkish lira,UK,Turkey,Cross-border,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '5021785800' made 13 transactions totalling 85,962.19 within 24h (each below 9,999.00 threshold)"
3285,2026-05-07 14:46:01,4614833118,8773984932,8580.24,UK pounds,UK pounds,UK,UK,Credit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 8,580.24 UK pounds exceeds threshold of 8,000.00"
3286,2026-05-07 14:46:03,1078784207,8673917867,8579.85,UK pounds,UK pounds,UK,UK,Debit card,1,Large-Cash-Transaction; Layering,50,MEDIUM,LargeTransaction|Layering,"Transaction amount 8,579.85 UK pounds exceeds threshold of 8,000.00; Fan-in: receiver 8673917867 received from 8 distinct senders within 72h (chain amount: 122,683.59, threshold: 10,000.00)"
3287,2026-05-07 14:46:04,675669049,3764741730,6159.91,UK pounds,UK pounds,UK,UK,ACH,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '675669049' made 10 transactions totalling 76,462.97 within 24h (each below 9,999.00 threshold)"
3288,2026-05-07 14:46:04,7422985683,4205291585,434.86,UK pounds,UK pounds,UK,UK,Debit card,0,,0,LOW,,
3289,2026-05-07 14:46:05,2754506533,6088024712,28529.54,UK pounds,Moroccan dirham,UK,Morocco,Cross-border,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 28,529.54 UK pounds exceeds threshold of 8,000.00"
3290,2026-05-07 14:46:07,5021785800,3167188969,5713.15,UK pounds,UK pounds,UK,UK,Credit card,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '5021785800' made 14 transactions totalling 91,675.34 within 24h (each below 9,999.00 threshold)"
3291,2026-05-07 14:46:17,7580273159,4006858419,16222.42,UK pounds,UK pounds,UK,UK,Cheque,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 16,222.42 UK pounds exceeds threshold of 8,000.00"
3292,2026-05-07 14:46:17,8954550045,4810343402,6509.51,UK pounds,UK pounds,UK,UK,Cheque,0,,0,LOW,,
3293,2026-05-07 14:46:19,9527675704,3971745514,495.75,UK pounds,UK pounds,UK,UK,Debit card,0,,0,LOW,,
3294,2026-05-07 14:46:19,9591187244,4173195094,6673.89,UK pounds,UK pounds,UK,UK,Credit card,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '9591187244' made 3 transactions totalling 19,984.43 within 24h (each below 9,999.00 threshold)"
3295,2026-05-07 14:46:21,1092702536,3220735304,19586.77,UK pounds,UK pounds,UK,UK,Debit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 19,586.77 UK pounds exceeds threshold of 8,000.00"
3296,2026-05-07 14:46:21,8203229522,2176869707,18642.92,UK pounds,UK pounds,UK,UK,Credit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 18,642.92 UK pounds exceeds threshold of 8,000.00"
3297,2026-05-07 14:46:22,7695306517,1320927231,9570.34,UK pounds,UK pounds,UK,UK,Debit card,1,Large-Cash-Transaction; Structuring/Smurfing,65,HIGH,LargeTransaction|Smurfing,"Transaction amount 9,570.34 UK pounds exceeds threshold of 8,000.00; Smurfing: account '7695306517' made 3 transactions totalling 28,645.80 within 24h (each below 9,999.00 threshold)"
3298,2026-05-07 14:46:23,9734083970,6864265387,6111.68,Pakistani rupee,UK pounds,UK,UK,Cheque,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '9734083970' made 10 transactions totalling 63,810.09 within 24h (each below 9,999.00 threshold)"
3299,2026-05-07 14:46:23,264604786,3563596271,5452.42,UK pounds,UK pounds,UK,UK,ACH,0,,0,LOW,,
3300,2026-05-07 14:46:24,8770181801,8906126287,9354.07,UK pounds,UK pounds,UK,UK,Cheque,1,Large-Cash-Transaction; Structuring/Smurfing,65,HIGH,LargeTransaction|Smurfing,"Transaction amount 9,354.07 UK pounds exceeds threshold of 8,000.00; Smurfing: account '8770181801' made 3 transactions totalling 27,905.88 within 24h (each below 9,999.00 threshold)"
3301,2026-05-07 14:46:28,6086421020,3504466346,19130.09,UK pounds,UK pounds,UK,UK,Cheque,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 19,130.09 UK pounds exceeds threshold of 8,000.00"
3302,2026-05-07 14:46:35,4343286646,9970539003,5106.65,UK pounds,Euro,UK,Italy,Cross-border,0,,0,LOW,,
3303,2026-05-07 14:46:36,1843106997,4654832200,8810.16,UK pounds,UK pounds,UK,UK,Cheque,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 8,810.16 UK pounds exceeds threshold of 8,000.00"
3304,2026-05-07 14:46:38,6541552727,8678069851,4771.33,UK pounds,UK pounds,UK,UK,Cheque,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '6541552727' made 19 transactions totalling 126,039.39 within 24h (each below 9,999.00 threshold)"
3305,2026-05-07 14:46:40,1378784400,2773607558,6936.67,UK pounds,UK pounds,UK,UK,Debit card,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '1378784400' made 18 transactions totalling 119,739.92 within 24h (each below 9,999.00 threshold)"
3306,2026-05-07 14:46:48,7348628821,1313514375,133.6,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,,0,LOW,,
3307,2026-05-07 14:46:49,7669236826,2685958910,4624.91,UK pounds,UK pounds,UK,UK,Credit card,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '7669236826' made 17 transactions totalling 127,538.92 within 24h (each below 9,999.00 threshold)"
3308,2026-05-07 14:46:49,7272590974,4826242662,101.88,UK pounds,UK pounds,UK,UK,Debit card,0,,0,LOW,,
3309,2026-05-07 14:46:49,5868277189,3497858008,6013.39,UK pounds,UK pounds,UK,UK,Cheque,0,,0,LOW,,
3310,2026-05-07 14:46:57,3632967042,3657835115,786.66,UK pounds,UK pounds,UK,UK,Credit card,0,,0,LOW,,
3311,2026-05-07 14:46:58,1915450576,1020934931,5221.45,UK pounds,UK pounds,UK,UK,ACH,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '1915450576' made 17 transactions totalling 100,183.77 within 24h (each below 9,999.00 threshold)"
3312,2026-05-07 14:46:58,6172939481,1499100660,408.06,UK pounds,UK pounds,UK,UK,Credit card,0,,0,LOW,,
3313,2026-05-07 14:47:01,2561938455,6855935396,15209.79,UK pounds,UK pounds,UK,UK,Debit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 15,209.79 UK pounds exceeds threshold of 8,000.00"
3314,2026-05-07 14:47:02,3168051873,9923312753,12259.08,UK pounds,UK pounds,UK,UK,Debit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 12,259.08 UK pounds exceeds threshold of 8,000.00"
3315,2026-05-07 14:47:02,5021785800,737679962,4545.54,UK pounds,UK pounds,UK,UK,ACH,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '5021785800' made 15 transactions totalling 96,220.88 within 24h (each below 9,999.00 threshold)"
3316,2026-05-07 14:47:07,9139693099,1695584314,3907.77,UK pounds,UK pounds,UK,UK,Cheque,0,,0,LOW,,
3317,2026-05-07 14:47:13,5424728274,4336977506,5199.54,UK pounds,UK pounds,UK,UK,ACH,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '5424728274' made 3 transactions totalling 15,551.38 within 24h (each below 9,999.00 threshold)"
3318,2026-05-07 14:47:20,5282264445,50536287,4587.43,UK pounds,UK pounds,UK,UK,Credit card,0,,0,LOW,,
3319,2026-05-07 14:47:23,4231385822,4646259022,11183.61,UK pounds,UK pounds,UK,UK,Credit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 11,183.61 UK pounds exceeds threshold of 8,000.00"
3320,2026-05-07 14:47:33,8115817731,859110849,2406.14,UK pounds,UK pounds,UK,UK,ACH,0,,0,LOW,,
3321,2026-05-07 14:47:33,6617473797,7185313719,1503.15,UK pounds,UK pounds,UK,UK,ACH,0,,0,LOW,,
3322,2026-05-07 14:47:33,8203229522,2074126451,5340.22,UK pounds,UK pounds,UK,UK,Credit card,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '8203229522' made 9 transactions totalling 53,089.26 within 24h (each below 9,999.00 threshold)"
3323,2026-05-07 14:47:36,3987427708,2908629351,10337.66,UK pounds,UK pounds,UK,UK,Debit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 10,337.66 UK pounds exceeds threshold of 8,000.00"
3324,2026-05-07 14:47:40,2004133484,3079818547,8046.62,UK pounds,UK pounds,UK,UK,ACH,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 8,046.62 UK pounds exceeds threshold of 8,000.00"
3325,2026-05-07 14:47:40,7758268667,6000485397,9434.31,UK pounds,UK pounds,UK,UK,Debit card,1,Large-Cash-Transaction; Structuring/Smurfing,65,HIGH,LargeTransaction|Smurfing,"Transaction amount 9,434.31 UK pounds exceeds threshold of 8,000.00; Smurfing: account '7758268667' made 23 transactions totalling 182,622.39 within 24h (each below 9,999.00 threshold)"
3326,2026-05-07 14:47:45,6436111145,2865244116,1594.94,UK pounds,UK pounds,UK,UK,ACH,0,,0,LOW,,
3327,2026-05-07 14:47:45,1378784400,8430883282,4912.79,UK pounds,Mexican Peso,UK,Mexico,Cross-border,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '1378784400' made 19 transactions totalling 124,652.71 within 24h (each below 9,999.00 threshold)"
3328,2026-05-07 14:47:45,1491989064,4658438113,8530.79,UK pounds,UK pounds,UK,UK,Debit card,1,Large-Cash-Transaction; Structuring/Smurfing,65,HIGH,LargeTransaction|Smurfing,"Transaction amount 8,530.79 UK pounds exceeds threshold of 8,000.00; Smurfing: account '1491989064' made 10 transactions totalling 69,850.59 within 24h (each below 9,999.00 threshold)"
3329,2026-05-07 14:47:46,8396712185,9610039067,44.77,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,,0,LOW,,
3330,2026-05-07 14:47:47,5817470252,8053164741,1467.47,UK pounds,UK pounds,UK,UK,Credit card,0,,0,LOW,,
3331,2026-05-07 14:47:48,4446515574,2138505015,12705.95,UK pounds,Dirham,UK,UAE,Cross-border,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 12,705.95 UK pounds exceeds threshold of 8,000.00"
3332,2026-05-07 14:47:48,4932722043,7199625988,20510.39,UK pounds,UK pounds,UK,UK,Cheque,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 20,510.39 UK pounds exceeds threshold of 8,000.00"
3333,2026-05-07 14:47:52,3510078932,2683968729,22926.73,UK pounds,UK pounds,UK,UK,Credit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 22,926.73 UK pounds exceeds threshold of 8,000.00"
3334,2026-05-07 14:47:57,5644581025,8686240466,2168.58,UK pounds,UK pounds,UK,UK,Cash Deposit,0,,0,LOW,,
3335,2026-05-07 14:47:58,6072497392,5885674535,2776.48,UK pounds,UK pounds,UK,UK,Cheque,0,,0,LOW,,
3336,2026-05-07 14:47:59,1982710669,2138505015,7170.47,Indian rupee,Dirham,UK,UAE,Cross-border,0,,0,LOW,,
3337,2026-05-07 14:48:00,4792980297,1218806949,1121.19,Euro,UK pounds,France,UK,Cross-border,0,,0,LOW,,
3338,2026-05-07 14:48:01,4766901488,5623919495,1191.97,UK pounds,UK pounds,UK,UK,ACH,0,,0,LOW,,
3339,2026-05-07 14:48:02,2826317502,4270865741,4850.97,UK pounds,UK pounds,UK,UK,Credit card,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '2826317502' made 5 transactions totalling 24,311.16 within 24h (each below 9,999.00 threshold)"
3340,2026-05-07 14:48:03,1092702536,3220735304,19513.44,Pakistani rupee,UK pounds,UK,UK,Credit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 19,513.44 Pakistani rupee exceeds threshold of 10,000.00"
3341,2026-05-07 14:48:03,264095857,1316458123,13453.08,UK pounds,Mexican Peso,UK,Mexico,Cross-border,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 13,453.08 UK pounds exceeds threshold of 8,000.00"
3342,2026-05-07 14:48:08,7758268667,3325153054,9877.23,UK pounds,UK pounds,UK,UK,Cheque,1,Large-Cash-Transaction; Structuring/Smurfing,65,HIGH,LargeTransaction|Smurfing,"Transaction amount 9,877.23 UK pounds exceeds threshold of 8,000.00; Smurfing: account '7758268667' made 24 transactions totalling 192,499.62 within 24h (each below 9,999.00 threshold)"
3343,2026-05-07 14:48:09,5357271880,7491698645,549.84,UK pounds,UK pounds,UK,UK,Cash Deposit,0,,0,LOW,,
3344,2026-05-07 14:48:09,7258656047,1377603863,10274.46,UK pounds,UK pounds,UK,UK,ACH,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 10,274.46 UK pounds exceeds threshold of 8,000.00"
3345,2026-05-07 14:48:15,9941194188,8518184956,20883.02,UK pounds,UK pounds,UK,UK,Cheque,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 20,883.02 UK pounds exceeds threshold of 8,000.00"
3346,2026-05-07 14:48:20,4887638854,9062802137,2500.28,UK pounds,UK pounds,UK,UK,ACH,0,,0,LOW,,
3347,2026-05-07 14:48:24,7147226223,5858369125,6582.69,UK pounds,UK pounds,UK,UK,Cheque,0,,0,LOW,,
3348,2026-05-07 14:48:28,3135838003,5363117119,7725.8,UK pounds,UK pounds,UK,UK,Credit card,0,,0,LOW,,
3349,2026-05-07 14:48:29,5520808053,1377603863,8961.32,UK pounds,UK pounds,UK,UK,Cheque,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 8,961.32 UK pounds exceeds threshold of 8,000.00"
3350,2026-05-07 14:48:30,9734083970,1812525358,5815.05,UK pounds,UK pounds,UK,UK,Cheque,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '9734083970' made 11 transactions totalling 69,625.14 within 24h (each below 9,999.00 threshold)"
3351,2026-05-07 14:48:31,1036732324,3758974916,19015.61,UK pounds,UK pounds,UK,UK,Credit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 19,015.61 UK pounds exceeds threshold of 8,000.00"
3352,2026-05-07 14:48:38,9385569968,9059445802,177.34,UK pounds,UK pounds,UK,UK,ACH,0,,0,LOW,,
3353,2026-05-07 14:48:38,5742026052,9798773576,2306.19,UK pounds,UK pounds,UK,UK,ACH,0,,0,LOW,,
3354,2026-05-07 14:48:38,6541552727,7752965423,11325.9,UK pounds,UK pounds,UK,UK,Debit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 11,325.90 UK pounds exceeds threshold of 8,000.00"
3355,2026-05-07 14:48:39,5881364295,5466123934,7445.07,UK pounds,UK pounds,UK,UK,Debit card,0,,0,LOW,,
3356,2026-05-07 14:48:43,7849241516,1465487567,7094.1,UK pounds,UK pounds,UK,UK,ACH,1,Structuring/Smurfing; Layering,65,HIGH,Smurfing|Layering,"Smurfing: account '7849241516' made 4 transactions totalling 28,147.87 within 24h (each below 9,999.00 threshold); Fan-in: receiver 1465487567 received from 12 distinct senders within 72h (chain amount: 286,987.37, threshold: 10,000.00)"
3357,2026-05-07 14:48:44,3809194171,621060264,17154.51,UK pounds,UK pounds,UK,UK,Debit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 17,154.51 UK pounds exceeds threshold of 8,000.00"
3358,2026-05-07 14:48:48,3168051873,5311176192,8354.46,UK pounds,US dollar,UK,USA,Cross-border,1,Large-Cash-Transaction; Structuring/Smurfing,65,HIGH,LargeTransaction|Smurfing,"Transaction amount 8,354.46 UK pounds exceeds threshold of 8,000.00; Smurfing: account '3168051873' made 8 transactions totalling 53,405.38 within 24h (each below 9,999.00 threshold)"
3359,2026-05-07 14:48:50,4935557199,6646502650,11257.61,UK pounds,Euro,UK,France,Cross-border,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 11,257.61 UK pounds exceeds threshold of 8,000.00"
3360,2026-05-07 14:48:53,1088949328,6444220418,4785.62,UK pounds,UK pounds,UK,UK,Credit card,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '1088949328' made 3 transactions totalling 14,320.10 within 24h (each below 9,999.00 threshold)"
3361,2026-05-07 14:48:57,4333783157,650743631,1828.62,UK pounds,UK pounds,UK,UK,ACH,0,,0,LOW,,
3362,2026-05-07 14:48:58,9762796943,1493436023,7910.45,UK pounds,UK pounds,UK,UK,Debit card,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '9762796943' made 3 transactions totalling 23,718.64 within 24h (each below 9,999.00 threshold)"
3363,2026-05-07 14:48:59,1378784400,6533060638,5094.99,UK pounds,UK pounds,UK,UK,Debit card,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '1378784400' made 20 transactions totalling 129,747.70 within 24h (each below 9,999.00 threshold)"
3364,2026-05-07 14:49:00,3336234389,6953672776,7791.62,UK pounds,Mexican Peso,UK,Mexico,Cross-border,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '3336234389' made 3 transactions totalling 23,353.08 within 24h (each below 9,999.00 threshold)"
3365,2026-05-07 14:49:06,7523088692,7244592169,1049.83,UK pounds,UK pounds,UK,UK,ACH,0,Fan-Out/Money-Mule,20,LOW,RapidMovement,RapidMovement: part of rapid fund re-dispatch from account '7523088692'
3366,2026-05-07 14:49:07,8022083576,234829841,2071.57,UK pounds,UK pounds,UK,UK,Credit card,0,,0,LOW,,
3367,2026-05-07 14:49:09,8978349640,3309887801,5292.67,UK pounds,UK pounds,UK,UK,Debit card,0,,0,LOW,,
3368,2026-05-07 14:49:23,1685498724,2671413112,2253.15,UK pounds,UK pounds,UK,UK,Cash Deposit,0,,0,LOW,,
3369,2026-05-07 14:49:26,3614082527,3833545196,15146.16,UK pounds,UK pounds,UK,UK,Cheque,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 15,146.16 UK pounds exceeds threshold of 8,000.00"
3370,2026-05-07 14:49:37,3219892553,3688169239,1102.0,UK pounds,UK pounds,UK,UK,Cash Deposit,0,,0,LOW,,
3371,2026-05-07 14:49:38,5901930134,6842490177,2193.85,UK pounds,UK pounds,UK,UK,Debit card,0,,0,LOW,,
3372,2026-05-07 14:49:40,5835248455,1941395567,4760.53,UK pounds,UK pounds,UK,UK,Cash Deposit,0,,0,LOW,,
3373,2026-05-07 14:49:40,4228589778,7602056529,3181.86,UK pounds,UK pounds,UK,UK,ACH,0,,0,LOW,,
3374,2026-05-07 14:49:40,1012176180,2692325629,21921.85,UK pounds,UK pounds,UK,UK,Debit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 21,921.85 UK pounds exceeds threshold of 8,000.00"
3375,2026-05-07 14:49:45,2004133484,3079818547,8047.55,UK pounds,UK pounds,UK,UK,ACH,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 8,047.55 UK pounds exceeds threshold of 8,000.00"
3376,2026-05-07 14:49:45,1832019080,1309808147,27882.09,UK pounds,US dollar,UK,UK,Cheque,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 27,882.09 UK pounds exceeds threshold of 8,000.00"
3377,2026-05-07 14:49:45,4403912334,2159527426,3361.55,UK pounds,UK pounds,UK,UK,Credit card,0,,0,LOW,,
3378,2026-05-07 14:49:45,4780822315,1777191900,6933.74,UK pounds,UK pounds,UK,UK,Cheque,0,,0,LOW,,
3379,2026-05-07 14:49:49,5817530190,3384461083,1102.0,UK pounds,UK pounds,UK,UK,Cash Deposit,0,,0,LOW,,
3380,2026-05-07 14:49:50,7474613980,8352571580,11931.39,UK pounds,UK pounds,UK,UK,Cheque,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 11,931.39 UK pounds exceeds threshold of 8,000.00"
3381,2026-05-07 14:49:52,1314797194,2599993666,16190.2,UK pounds,UK pounds,UK,UK,Debit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 16,190.20 UK pounds exceeds threshold of 8,000.00"
3382,2026-05-07 14:49:52,7989459077,7997082889,1704.78,UK pounds,UK pounds,UK,UK,Cash Deposit,0,,0,LOW,,
3383,2026-05-07 14:49:54,2561938455,6855935396,15259.55,UK pounds,UK pounds,UK,UK,Credit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 15,259.55 UK pounds exceeds threshold of 8,000.00"
3384,2026-05-07 14:49:54,5351896564,743326874,125.67,UK pounds,UK pounds,UK,UK,ACH,0,,0,LOW,,
3385,2026-05-07 14:49:58,6086421020,8140432476,7823.49,UK pounds,UK pounds,UK,UK,Cheque,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '6086421020' made 26 transactions totalling 182,272.01 within 24h (each below 9,999.00 threshold)"
3386,2026-05-07 14:49:58,3709430533,4125359800,13609.08,UK pounds,UK pounds,UK,UK,ACH,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 13,609.08 UK pounds exceeds threshold of 8,000.00"
3387,2026-05-07 14:50:00,2030308089,9556046012,1160.54,UK pounds,UK pounds,UK,UK,Debit card,0,,0,LOW,,
3388,2026-05-07 14:50:01,6775547130,9712687072,2060.98,UK pounds,UK pounds,UK,UK,Cash Deposit,0,,0,LOW,,
3389,2026-05-07 14:50:06,7173551491,5876756734,1555.7,UK pounds,UK pounds,UK,UK,Cash Deposit,0,,0,LOW,,
3390,2026-05-07 14:50:06,6303054928,1655245537,11995.02,UK pounds,UK pounds,UK,UK,ACH,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 11,995.02 UK pounds exceeds threshold of 8,000.00"
3391,2026-05-07 14:50:08,4360766055,6090011316,591.55,UK pounds,UK pounds,UK,UK,Cash Deposit,0,,0,LOW,,
3392,2026-05-07 14:50:08,3510078932,9418077278,9757.6,UK pounds,UK pounds,UK,UK,Cheque,1,Large-Cash-Transaction; Structuring/Smurfing,65,HIGH,LargeTransaction|Smurfing,"Transaction amount 9,757.60 UK pounds exceeds threshold of 8,000.00; Smurfing: account '3510078932' made 23 transactions totalling 154,632.57 within 24h (each below 9,999.00 threshold)"
